date,time,temp_raw_C,temp_cal_C
10/7/2014,11:30,28.655,28.694
10/7/2014,11:45,28.754,28.792
10/7/2014,12:00,28.853,28.891
10/7/2014,12:15,28.853,28.891
10/7/2014,12:30,28.754,28.792
10/7/2014,12:45,28.853,28.891
10/7/2014,13:00,28.953,28.990
10/7/2014,13:15,28.655,28.694
10/7/2014,13:30,28.655,28.694
10/7/2014,13:45,28.655,28.694
10/7/2014,14:00,28.655,28.694
10/7/2014,14:15,28.655,28.694
10/7/2014,14:30,28.655,28.694
10/7/2014,14:45,28.754,28.792
10/7/2014,15:00,28.853,28.891
10/7/2014,15:15,28.853,28.891
10/7/2014,15:30,28.853,28.891
10/7/2014,15:45,28.754,28.792
10/7/2014,16:00,28.655,28.694
10/7/2014,16:15,28.655,28.694
10/7/2014,16:30,28.655,28.694
10/7/2014,16:45,28.655,28.694
10/7/2014,17:00,28.754,28.792
10/7/2014,17:15,28.655,28.694
10/7/2014,17:30,28.655,28.694
10/7/2014,17:45,28.655,28.694
10/7/2014,18:00,28.655,28.694
10/7/2014,18:15,28.655,28.694
10/7/2014,18:30,28.555,28.595
10/7/2014,18:45,28.655,28.694
10/7/2014,19:00,28.655,28.694
10/7/2014,19:15,28.655,28.694
10/7/2014,19:30,28.655,28.694
10/7/2014,19:45,28.555,28.595
10/7/2014,20:00,28.555,28.595
10/7/2014,20:15,28.555,28.595
10/7/2014,20:30,28.555,28.595
10/7/2014,20:45,28.555,28.595
10/7/2014,21:00,28.555,28.595
10/7/2014,21:15,28.555,28.595
10/7/2014,21:30,28.555,28.595
10/7/2014,21:45,28.555,28.595
10/7/2014,22:00,28.555,28.595
10/7/2014,22:15,28.555,28.595
10/7/2014,22:30,28.555,28.595
10/7/2014,22:45,28.555,28.595
10/7/2014,23:00,28.555,28.595
10/7/2014,23:15,28.555,28.595
10/7/2014,23:30,28.456,28.496
10/7/2014,23:45,28.456,28.496
10/8/2014,0:00,28.555,28.595
10/8/2014,0:15,28.456,28.496
10/8/2014,0:30,28.456,28.496
10/8/2014,0:45,28.456,28.496
10/8/2014,1:00,28.456,28.496
10/8/2014,1:15,28.456,28.496
10/8/2014,1:30,28.456,28.496
10/8/2014,1:45,28.456,28.496
10/8/2014,2:00,28.456,28.496
10/8/2014,2:15,28.456,28.496
10/8/2014,2:30,28.456,28.496
10/8/2014,2:45,28.357,28.398
10/8/2014,3:00,28.357,28.398
10/8/2014,3:15,28.258,28.299
10/8/2014,3:30,28.357,28.398
10/8/2014,3:45,28.357,28.398
10/8/2014,4:00,28.159,28.201
10/8/2014,4:15,28.06,28.103
10/8/2014,4:30,28.06,28.103
10/8/2014,4:45,28.159,28.201
10/8/2014,5:00,28.258,28.299
10/8/2014,5:15,28.258,28.299
10/8/2014,5:30,28.159,28.201
10/8/2014,5:45,28.159,28.201
10/8/2014,6:00,28.258,28.299
10/8/2014,6:15,28.258,28.299
10/8/2014,6:30,28.159,28.201
10/8/2014,6:45,28.159,28.201
10/8/2014,7:00,28.258,28.299
10/8/2014,7:15,28.456,28.496
10/8/2014,7:30,28.456,28.496
10/8/2014,7:45,28.555,28.595
10/8/2014,8:00,28.456,28.496
10/8/2014,8:15,28.357,28.398
10/8/2014,8:30,28.357,28.398
10/8/2014,8:45,28.555,28.595
10/8/2014,9:00,28.655,28.694
10/8/2014,9:15,28.655,28.694
10/8/2014,9:30,28.754,28.792
10/8/2014,9:45,28.754,28.792
10/8/2014,10:00,28.754,28.792
10/8/2014,10:15,28.754,28.792
10/8/2014,10:30,28.754,28.792
10/8/2014,10:45,28.754,28.792
10/8/2014,11:00,28.853,28.891
10/8/2014,11:15,28.953,28.990
10/8/2014,11:30,28.953,28.990
10/8/2014,11:45,28.953,28.990
10/8/2014,12:00,29.053,29.090
10/8/2014,12:15,29.152,29.188
10/8/2014,12:30,29.252,29.287
10/8/2014,12:45,29.252,29.287
10/8/2014,13:00,29.252,29.287
10/8/2014,13:15,29.252,29.287
10/8/2014,13:30,29.252,29.287
10/8/2014,13:45,28.853,28.891
10/8/2014,14:00,29.252,29.287
10/8/2014,14:15,29.352,29.387
10/8/2014,14:30,28.953,28.990
10/8/2014,14:45,29.452,29.486
10/8/2014,15:00,29.552,29.586
10/8/2014,15:15,29.552,29.586
10/8/2014,15:30,29.552,29.586
10/8/2014,15:45,29.452,29.486
10/8/2014,16:00,29.152,29.188
10/8/2014,16:15,29.252,29.287
10/8/2014,16:30,29.352,29.387
10/8/2014,16:45,29.352,29.387
10/8/2014,17:00,29.352,29.387
10/8/2014,17:15,29.352,29.387
10/8/2014,17:30,29.352,29.387
10/8/2014,17:45,29.252,29.287
10/8/2014,18:00,29.252,29.287
10/8/2014,18:15,29.152,29.188
10/8/2014,18:30,29.152,29.188
10/8/2014,18:45,29.152,29.188
10/8/2014,19:00,29.152,29.188
10/8/2014,19:15,29.053,29.090
10/8/2014,19:30,29.053,29.090
