date,time,temp_raw_C,temp_cal_C
10/9/2014,15:00,29.053,28.965
10/9/2014,15:15,29.053,28.965
10/9/2014,15:30,29.452,29.360
10/9/2014,15:45,29.252,29.162
10/9/2014,16:00,29.053,28.965
10/9/2014,16:15,29.352,29.261
10/9/2014,16:30,29.152,29.063
10/9/2014,16:45,28.953,28.865
10/9/2014,17:00,28.953,28.865
10/9/2014,17:15,28.754,28.668
10/9/2014,17:30,28.754,28.668
10/9/2014,17:45,28.655,28.570
10/9/2014,18:00,28.555,28.471
10/9/2014,18:15,28.357,28.275
10/9/2014,18:30,28.357,28.275
10/9/2014,18:45,28.258,28.177
10/9/2014,19:00,28.258,28.177
10/9/2014,19:15,28.159,28.079
10/9/2014,19:30,28.06,27.980
10/9/2014,19:45,28.06,27.980
10/9/2014,20:00,28.06,27.980
10/9/2014,20:15,27.961,27.882
10/9/2014,20:30,27.961,27.882
10/9/2014,20:45,27.961,27.882
10/9/2014,21:00,27.862,27.784
10/9/2014,21:15,27.764,27.687
10/9/2014,21:30,27.665,27.589
10/9/2014,21:45,27.665,27.589
10/9/2014,22:00,27.567,27.492
10/9/2014,22:15,27.567,27.492
10/9/2014,22:30,27.468,27.394
10/9/2014,22:45,27.37,27.297
10/9/2014,23:00,27.272,27.200
10/9/2014,23:15,27.272,27.200
10/9/2014,23:30,27.272,27.200
10/9/2014,23:45,27.665,27.589
10/10/2014,0:00,27.468,27.394
10/10/2014,0:15,27.272,27.200
10/10/2014,0:30,27.37,27.297
10/10/2014,0:45,27.567,27.492
10/10/2014,1:00,27.468,27.394
10/10/2014,1:15,27.468,27.394
10/10/2014,1:30,27.862,27.784
10/10/2014,1:45,28.06,27.980
10/10/2014,2:00,28.06,27.980
10/10/2014,2:15,28.258,28.177
10/10/2014,2:30,28.159,28.079
10/10/2014,2:45,27.862,27.784
10/10/2014,3:00,27.961,27.882
10/10/2014,3:15,28.159,28.079
10/10/2014,3:30,28.357,28.275
10/10/2014,3:45,28.555,28.471
10/10/2014,4:00,28.655,28.570
10/10/2014,4:15,28.655,28.570
10/10/2014,4:30,28.655,28.570
10/10/2014,4:45,28.655,28.570
10/10/2014,5:00,28.655,28.570
10/10/2014,5:15,28.555,28.471
10/10/2014,5:30,28.555,28.471
10/10/2014,5:45,28.555,28.471
10/10/2014,6:00,28.555,28.471
10/10/2014,6:15,28.555,28.471
10/10/2014,6:30,28.456,28.373
10/10/2014,6:45,28.159,28.079
10/10/2014,7:00,27.961,27.882
10/10/2014,7:15,27.961,27.882
10/10/2014,7:30,28.06,27.980
10/10/2014,7:45,28.06,27.980
10/10/2014,8:00,28.06,27.980
10/10/2014,8:15,28.357,28.275
10/10/2014,8:30,28.555,28.471
10/10/2014,8:45,28.456,28.373
10/10/2014,9:00,28.555,28.471
10/10/2014,9:15,28.555,28.471
10/10/2014,9:30,28.853,28.766
10/10/2014,9:45,28.853,28.766
10/10/2014,10:00,28.754,28.668
10/10/2014,10:15,28.754,28.668
10/10/2014,10:30,28.853,28.766
10/10/2014,10:45,28.953,28.865
10/10/2014,11:00,28.853,28.766
10/10/2014,11:15,28.853,28.766
10/10/2014,11:30,29.152,29.063
10/10/2014,11:45,29.152,29.063
10/10/2014,12:00,28.853,28.766
10/10/2014,12:15,29.053,28.965
10/10/2014,12:30,29.053,28.965
10/10/2014,12:45,28.853,28.766
10/10/2014,13:00,29.252,29.162
10/10/2014,13:15,29.053,28.965
10/10/2014,13:30,28.953,28.865
10/10/2014,13:45,28.853,28.766
10/10/2014,14:00,28.953,28.865
10/10/2014,14:15,28.853,28.766
10/10/2014,14:30,28.953,28.865
10/10/2014,14:45,28.953,28.865
10/10/2014,15:00,28.953,28.865
10/10/2014,15:15,29.053,28.965
10/10/2014,15:30,29.053,28.965
10/10/2014,15:45,28.953,28.865
10/10/2014,16:00,28.953,28.865
10/10/2014,16:15,28.853,28.766
10/10/2014,16:30,29.053,28.965
10/10/2014,16:45,28.953,28.865
10/10/2014,17:00,28.754,28.668
10/10/2014,17:15,28.655,28.570
10/10/2014,17:30,28.655,28.570
10/10/2014,17:45,28.555,28.471
10/10/2014,18:00,28.456,28.373
10/10/2014,18:15,28.456,28.373
10/10/2014,18:30,28.456,28.373
